text,label,lang,scam_type,source
REVOLUT: You need to submit your identification to avoid closure of your account. Please click the secure link <URL> REFERENCE:JD74543D,1,mixed,imc25,imc25_smishing
Dear Sim user your Document verification is Pending Please call our customer Service at <PHONE_NUMBER> Your Service will Blocked within 24 <NAMED_ENTITY>,1,mixed,imc25,imc25_smishing
Cant think of anyone with * spare room off * top of my head,0,en,sms_spam,uci_sms_spam
"ALERTS. Your A,T,M is blocked. because of security reason to call our number to unblock, your a,t,m card. <DATE_TIME>. <DATE_TIME>. - Sent via <NAMED_ENTITY>",1,mixed,imc25,imc25_smishing
Honey I hope you don't forget our promise to go to church.,1,mixed,imc25,imc25_smishing
"(ALERT!)
<NAMED_ENTITY> noticed unusual activities on your account. To verify your account, please click here:
/<URL>
Security departement of Rogers",1,mixed,imc25,imc25_smishing
"[DigiD]: We herinneren u eraan dat uw belastingtoeslag bekend is. U ontvangt nog €706,69 euro vraag nu uw teruggave aan via: <URL>",1,mixed,imc25,imc25_smishing
Dad says hurry the hell up,0,en,sms_spam,uci_sms_spam
"Dear,
Customer Your State Bank of india  Account
Will be Suspended! Please Re KYC Verification
Update Click here link",1,mixed,imc25,imc25_smishing
<LOCATION> geehrter <NAMED_ENTITY> läuft am <DATE_TIME> ab. Bitte verlängern Sie Ihre Legitimation unter:,1,mixed,imc25,imc25_smishing
คุณได้รับการอนุมัติสินเชื่อแล้ว ติดต่อ: <URL>,1,mixed,imc25,imc25_smishing
<NRP> κλειδώσει προσωρινά τον λογαριασμό σας. Ενεργοποιήστε το σύστημα ασφαλείας σας <URL>,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> normalt pa grund af ufuldstændig information. Behandl venligst med det i tide efter at have modtaget oplysningerne,1,mixed,imc25,imc25_smishing
"Estimado contribuyente, Después de que los últimos cálculos anuales usted es elegible para recibir un reembolso de impuestos de €396,30. Para acceder a su devolución de impuestos click ""<NAMED_ENTITY>"" <NAMED_ENTITY>",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> aspettiamo il alle 19:00 per una straordinaria serata. Saluti il Team,1,mixed,imc25,imc25_smishing
"Dear Customer
Your SIM documents has been pending. Please call customer care no <US_BANK_NUMBER> Immediately. Your SIM will deactivated <DATE_TIME>.",1,mixed,imc25,imc25_smishing
Uw digitale sleutel voor toegang tot DigiD verloopt vandaag. verleng uw digitale sleutel voor: <DATE_TIME>. Meer informatie?,1,mixed,imc25,imc25_smishing
"Dear customer,
You number has been picked in our <DATE_TIME> giveaway
Your prize: (1) free 500$ giftcard to woolworths!
Redeem here: <URL>",1,mixed,imc25,imc25_smishing
"Santander has noticed your debit card was recently used on <PHONE_NUMBER>:14:03, at APPLE ONLINE STORE for 1976.00 GBP. If not you please urgently call fraud prevention on <PHONE_NUMBER> or Intl <PHONE_NUMBER>. Do not reply by SMS
This OTP is to AMEND A PAYEE on a payment. Don't share this code with anyone. Call us immediately if you didn't request this.",1,mixed,imc25,imc25_smishing
"RM0.00. Successful registration. No subscription fee. Price: RM4.00/SMS. <DATE_TIME>. Renewal on <DATE_TIME>. To cancel, send STOP EM to 37889.
RM4.00 :Go to <URL> play games. CS: 03-<US_BANK_NUMBER>
RM4.00 :Go to <URL> play games. CS: 03-<US_BANK_NUMBER>.",1,mixed,imc25,imc25_smishing
Dear SBI user your SBI YONO Account has been blocked please recover your PAN CARD click here to log into your PAN number: <URL>,1,mixed,imc25,imc25_smishing
CORREOS Estimado cliente: Su paquete está listo para la entrega confirme el pago de aduanas (179 EUR) en el siguiente enlace: <DATE_TIME>,1,mixed,imc25,imc25_smishing
Umma my life and vava umma love you lot dear,0,en,sms_spam,uci_sms_spam
"#NavyFed: $870 withdrawn at ATMSW-2. To dispute, go to <URL>",1,mixed,imc25,imc25_smishing
"Dear ****, we are unable to process your BOI STAR PERSONAL LOAN application vide 90204 as per bank's policy. Inconvenience regretted. If you need assistance, please call to our customer care on <DATE_TIME>",1,mixed,imc25,imc25_smishing
Dear customer your SBI Bank Account has been suspended for KYC please complete your KYC & update PAN CARD number In <DATE_TIME> here link,1,mixed,imc25,imc25_smishing
AN POST: Your delivery has an outstanding payment of €1.99. To pay this visit <URL> or your parcel will be returned to sender.,1,mixed,imc25,imc25_smishing
Juz go google n search 4 qet...,0,en,sms_spam,uci_sms_spam
RM0 PBB/PIBB: Your PBB account will TERMINATED on <DATE_TIME> AM. Please make verification via <URL> to avoid service interruption. Verify now keep on using PBB services.,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY>; 348TL <NAMED_ENTITY> ladeniz Bulunmaktadır.Hesabiniza aktarmak icin; <URL> <US_DRIVER_LICENSE>,1,mixed,imc25,imc25_smishing
"CORREOS, su paquete no se ha podido <NAMED_ENTITY> no se han pagado <LOCATION> (1,79 €) puede pagar en el siguiente enlace : <LOCATION>",1,mixed,imc25,imc25_smishing
"(<NAMED_ENTITY>) Amazon urgently recruiting for part-time jobs, you can earn 3000-10000 Rs every day, add Whatsapp: <URL>",1,mixed,imc25,imc25_smishing
NZTA A vehicle registered in your name recently travelled on a toll road and the toll has not been paid. More details: <URL>,1,mixed,imc25,imc25_smishing
We have been trying to reach You about lowering you current Auto-ins rate. you've been paying too much Find out what you're missing,1,mixed,imc25,imc25_smishing
Parcel: 462Q252218200 to 353*** is pending at distribution center. Track your parcel now: <URL>,1,mixed,imc25,imc25_smishing
"IRS: Your account is missing some info that we need to comply with financial regulations , login at <URL> With idme to keep your account activated

The mission of the IRS is to help <NRP> taxpayers understand and meet their tax obligations and to provide them with the highest quality service.

IRS team",1,mixed,imc25,imc25_smishing
BDO Advisory : Your number is on hold please verify here. Click here: <URL> if your number still active.,1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY>, apa kabar? Gunakan kode voucher & dapatkan saldo GO-PAY 50rb untuk pesan GO-RIDE, klik <URL>",1,mixed,imc25,imc25_smishing
Yup next stop.,0,en,sms_spam,uci_sms_spam
Dear S.B.I user your YONO Account will be blocked <DATE_TIME>. please update your Pan card click here to link <URL>,1,mixed,imc25,imc25_smishing
"Dear Customer, As per Govt of India's Cyber Swachhta Project, your device is probably infected with botnet malware. Please visit <URL> for remediation.",1,mixed,imc25,imc25_smishing
Aap k Easypaisa account se 5000 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
<NAMED_ENTITY> como Autorizado tu Nueva Tarjeta El CortelIngles en <URL> antigua <NAMED_ENTITY> bloquea en 15 <URL><NAMED_ENTITY> <US_BANK_NUMBER>,1,mixed,imc25,imc25_smishing
"Dear sir  Congratulation You are product order At SHOPCLUES ONLINE SHOPPING show the results are out in Shopclues Your name to open the lucky draw  Tata Indigo cost RS=5,20000 at <NAMED_ENTITY> have received for two option 1st= Tata Indigo car 2nd=cash 5,20000 The charge of your REGISTRATION Service payment RS=6500 This is valid <DATE_TIME> Details contact =<DATE_TIME>",1,mixed,imc25,imc25_smishing
We have detected suspicious activity on your account. Please verify this via the secure link: <URL> to prevent account suspension.,1,mixed,imc25,imc25_smishing
URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,1,en,sms_spam,uci_sms_spam
"DEAR SBI USER, Your A/C will be blocked today.update your PANCARD <URL>rify your account login NetBanking kyc upload Click here <LOCATION>",1,mixed,imc25,imc25_smishing
Caixabank: Su cuenta está actualmente suspendida. Debes actualizar tu cuenta para que se active permanentemente: .@<URL>,1,mixed,imc25,imc25_smishing
Tuma kwa hii please,1,mixed,imc25,imc25_smishing
"Dear Customer, we need consent to use your details for a Credit Bureau check on your ICICI Bank Credit Card application. To provide consent, SMS AST YES to <PHONE_NUMBER>/<US_BANK_NUMBER>. T&C apply.",1,mixed,imc25,imc25_smishing
"Hi dear customer. Your re-fund for <URL> will be processed, please update your payment information - <URL>",1,mixed,imc25,imc25_smishing
"Urgent Notice! Dear <NAMED_ENTITY>, the Incometax_Department requires you to click http://<IP_ADDRESS>:8081/Refund to submit a formal application for the payment of your unclaimed and overdue tax-refund of 24,252INR.",1,mixed,imc25,imc25_smishing
"Dear Customer,We Need to Re-Verify ure Mobile No every 6Months. To Continue Receiving Toll Free Alerts for DEMAT/Equity/F&O Transaction Give MissCall <PHONE_NUMBER>",1,mixed,imc25,imc25_smishing
Didnot get my order,1,mixed,imc25,imc25_smishing
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0,en,sms_spam,uci_sms_spam
"Dear cüstomer
your Electricity will be dis-connected
<DATE_TIME> 9.30pm
<DATE_TIME> bll
not update Please Call
Electricity Customér
Café <UK_NHS>",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> ha <NAMED_ENTITY> debido a un cargo sospechoso <LOCATION> a las 18:38
Abre pagina https://santander- para revisar el cargo de su cuenta",1,mixed,imc25,imc25_smishing
Uw ICS Card is tijdelijk uit veiligheidsoverwegingen onderbroken verifieer direct uw ICS card account via :,1,mixed,imc25,imc25_smishing
Hi <NAMED_ENTITY> this is Sofy. I'm sorry for the delayed response due to high chat volume at the moment. I see you are chatting about the SMS received. We are currently investigating the matter as this SMS has been sent wrongly. Kindly ignore and allow us to quickly resolve the matter. We truly appreciate your patience towards us.,1,mixed,imc25,imc25_smishing
Amazon: Inicio de sesion. Toca el enlace para responder.,1,mixed,imc25,imc25_smishing
"Dear Customer, Apke NayaPay account me 10000 PKR deposit hue hain. Available Balance: 10000 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
"<NAMED_ENTITY>:Su Numero Movil ha ganado £ 2,000,000 GBP de la <NAMED_ENTITY>. <NAMED_ENTITY> <EMAIL_ADDRESS> <NAMED_ENTITY>. REF: <LOCATION>",1,mixed,imc25,imc25_smishing
From Vodafone: Payment for your latest bill could not be processed by your bank. update your payment information via: <URL>?billing=2,1,mixed,imc25,imc25_smishing
"For activating Disney Stories at 0 for <DATE_TIME>, share (OTP)  Rs.51 will be charged/month $FREEDAY$$ days.",1,mixed,imc25,imc25_smishing
Dear customer Your HDFC A/c has been suspended <DATE_TIME> please Update Your PAN Card number Click here on the link<URL>,1,mixed,imc25,imc25_smishing
oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,0,en,sms_spam,uci_sms_spam
Dear SBI USER Your <NAMED_ENTITY> A/C will be Blocked <DATE_TIME>. Please Update Your Pan-Card Verify Your Net-banking KYC Detail Click On link <URL>,1,mixed,imc25,imc25_smishing
"Your Allied Bank OTP for online transaction is 87422370. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
[BELASTINGDIENST] Uw openstaande schuld van EURO €28900 met kenmerk: BS83289982 is ondanks meerdere herinneringen <NAMED_ENTITY>. Op 11 jan 2023 zal de gerechtsdeurwaarder <NAMED_ENTITY> conservatoir beslag. Betaal nu direct via iDeal.,1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> , Le pedimos que confirme su pago de: 2.99 euros para la validación de su paquet :",1,mixed,imc25,imc25_smishing
We need some more information to remain verified visit: <URL>,1,mixed,imc25,imc25_smishing
Dear user your ICICI Bank Account will be blocked! <DATE_TIME> please update your PAN CARD immediately Open ICICI BANK App,1,mixed,imc25,imc25_smishing
<URL>STOMER YOUR <URL>VING ACCOUNT & DEBIT CARD WILL BE TEMPORARY BLOCKED ON <DATE_TIME> BECAUSE DUE TO INCOMPLETE <URL> YOUR BANK ACCOUNT TO REACTIVATE YOUR BANK ACCOUNT &DEBIT CARD KINDLY PLEASE UPDATE YOUR FULL <URL> YOUR BANK ACCOUNT IMMEDIATELY VISITING BELOW THE LINK <URL>,1,mixed,imc25,imc25_smishing
Dear Customer your SBI BANK KYC has been Suspended Please <NAMED_ENTITY> immediately Click the link <URL>,1,mixed,imc25,imc25_smishing
"Dear AirTel User, Your SIM Has Been Close <URL>ease Update Your SIM. Call us on <DATE_TIME> , immediately. Otherwise Your SIM will block in 20hrs Thanks",1,mixed,imc25,imc25_smishing
"HSBC SECURITY ALERT: A payment was attempted from a new device. If this was not you, please login to <NRP>",1,mixed,imc25,imc25_smishing
"<LOCATION> geehrter <NAMED_ENTITY>, <NAMED_ENTITY>. <NAMED_ENTITY> folgenden Formular aus um eine Sperre zu umgehen:",1,mixed,imc25,imc25_smishing
I love to wine and dine my lady!,0,en,sms_spam,uci_sms_spam
I have gone into get info bt dont know what to do,0,en,sms_spam,uci_sms_spam
Your E-Complaint No. <US_BANK_NUMBER> - Enquiry has been completed. Details of Action Taken has been sent on your email id.,1,mixed,imc25,imc25_smishing
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",1,en,sms_spam,uci_sms_spam
Your Electricity Power will disconnect at 9:30pm as your <DATE_TIME> bill wasn't updated Call us <PHONE_NUMBER> immeditely,1,mixed,imc25,imc25_smishing
"sir, you will receive the account no another 1hr time. Sorry for the delay.",0,en,sms_spam,uci_sms_spam
"['Your A/C XXXXXXX has a debit by transfer of Rs 12.00 on <DATE_TIME>. Avl Bal Rs 2,530.20.', 'Your A/C XXXXXXX has a debit by transfer of Rs 12.00 on <DATE_TIME>. Avl Bal Rs 3,935.70.', 'Your A/C XXXXXXX has a debit by transfer of Rs 12.00 on <DATE_TIME>. Avl Bal Rs 13,923.70.']",1,mixed,imc25,imc25_smishing
Notificacion de La BBVA: No se puede utilizar su Tarjeta Débito. tiene que activar el nuevo sistema de seguridad web :,1,mixed,imc25,imc25_smishing
RM0 <NAMED_ENTITY>: Bantuan Khas Kewangan COVID-19 <US_DRIVER_LICENSE> telah kredit ke TNG eWallet anda. <NAMED_ENTITY>,1,mixed,imc25,imc25_smishing
"Dear,
Customer Your SBI Account Will be Suspended!
Please Re KYC Verification Update Click  here",1,mixed,imc25,imc25_smishing
"K will do, addie &amp; I are doing some art so I'll be here when you get home",0,en,sms_spam,uci_sms_spam
Salary of 5000 PKR has been credited to your Meezan Bank acount. Thank you.,0,roman_urdu,Salary Credit Notification,zenodo_21810885
Boursorama: Veuillez mettre à jour vos informations personnelles pour synchroniser votre compte bancaire via ce lien :,1,mixed,imc25,imc25_smishing
"*AGENCIA TRIBUTARIA*
Te calificado para un reembolso de impuestos, Con importe de""244,79"". <NAMED_ENTITY> web",1,mixed,imc25,imc25_smishing
CARDSTOP-INFO: ATTENTIE! We hebben melding ontvangen uw verlopen bankkaart te blokkeren. <NAMED_ENTITY> verifieer jezelf via: <URL>,1,mixed,imc25,imc25_smishing
"A Partir del <DATE_TIME>, No puede utilizar su tarjeta <NAMED_ENTITY> activzar el nuevo sistema de seguridad web: https:// <URL>",1,mixed,imc25,imc25_smishing
Its a great day. Do have yourself a beautiful one.,0,en,sms_spam,uci_sms_spam
DEAR SBI YONO USER Your A/C will be blocked <DATE_TIME>..update PANCARD for <URL>rify your account login with NetBanking kyc Click,1,mixed,imc25,imc25_smishing
[Telekom] Ihr Telefon Abonnement wird gekündigt. <NAMED_ENTITY> dies bei: <URL>,1,mixed,imc25,imc25_smishing
Amazon : Your account has been locked due suspicious activity. All of your last orders and subscription has been on hold until this issues fixed. Click link below to unlock your account : <URL> If you do not complete the verification process before <DATE_TIME> your Amazon account will be terminated. Sincerely Amazon Team,1,mixed,imc25,imc25_smishing
CARDSTOP-INFO: ATTENTIE! We hebben melding ontvangen om uw verlopen bankkaart te blokkeren. <NAMED_ENTITY> via: Card Stop | Card Stop <PHONE_NUMBER>,1,mixed,imc25,imc25_smishing
U heeft 1 nieuwe voicemail. Ga naar <URL>,1,mixed,imc25,imc25_smishing
"Dear Customer,Your HDFC Credit Card Points Worth Rs.8655 Will Expired <DATE_TIME>. Kindly Redeem Points In Cashback By Clicking On <URL>",1,mixed,imc25,imc25_smishing
"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",0,en,sms_spam,uci_sms_spam
This is <NAMED_ENTITY> on behalf of the NFL. You have been selected for a hgh dry blood spot test please give me a call or shoot me a text when you can. Thank you.,1,mixed,imc25,imc25_smishing
Dear customer your KYC has been deactivated office PH <PHONE_NUMBER> Payteam account will block with in 24hr thank you,1,mixed,imc25,imc25_smishing
G.W.R,0,en,sms_spam,uci_sms_spam
"Un nuevo dispositivo ha iniciado sesion, si no has <NAMED_ENTITY> verifica tus datos en el siguiente enlace",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY>! <NAMED_ENTITY> (1) nieuw pakket. Volg uw zending >>,1,mixed,imc25,imc25_smishing
UPIACT pp4198a858&&<US_DRIVER_LICENSE>^<DATE_TIME>! 91b8856e179a,1,mixed,imc25,imc25_smishing
"I'll call you later
I'll call you later
I'll call you right back
Complaining to police right now. With all the call recordings",1,mixed,imc25,imc25_smishing
says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,0,en,sms_spam,uci_sms_spam
<NAMED_ENTITY> jisne <NAMED_ENTITY> Call kar,1,mixed,imc25,imc25_smishing
GOUV : Veuillez commander <NAMED_ENTITY> CRIT'AIR dès maintenant sous peine d'une contravention lors de votre prochain trajet. Ce message fait suite à la nouvelle réglementation écologique. <NAMED_ENTITY>,1,mixed,imc25,imc25_smishing
"Tahniah <NAMED_ENTITY>m B0nus
<NAMED_ENTITY>20%-200%
T0pUp <LOCATION>
Anda
Click n C1aim <URL>
<NRP> Claim Dalam 24Jam",1,mixed,imc25,imc25_smishing
"BPOST:Er is een Bpost pakje voor u aangekomen in ons sorteercentrum, <NAMED_ENTITY> (€5.70) via: <URL> om uw pakje in ontvangst te nemen. <NAMED_ENTITY>, payez les frais d'expédition dès aujourd'hui (5,70 €) via: <URL> pour re <NAMED_ENTITY>, ga verder op eigen risico.",1,mixed,imc25,imc25_smishing
New information about <DATE_TIME> database leak. Your assets can be at risk. Please contact our whatsapp customer support for details.,1,mixed,imc25,imc25_smishing
"Dear Customer, please take a moment to review the updated privacy policy <URL> . It covers how we collect, store & share your personal info.",1,mixed,imc25,imc25_smishing
Medicare: You have been in close contact with someone who has contracted COVID-19. You must order a free Test Kit at: <URL>,1,mixed,imc25,imc25_smishing
Hmm ill have to think about it... ok you're forgiven! =D,0,en,sms_spam,uci_sms_spam
Dear SBI user your SBI YONO Account will be blocked <URL>ease click here Link to update your PAN CARD <URL>ank you SBI,1,mixed,imc25,imc25_smishing
"YOUR MOBILE NO HAS GOT 4CRORE 65LAKH RUPEES FROM LAND ROVER CAR COMPANY <LOCATION>. TO GET FUNDS SEND NAME,MOBILE NO,AGE, OCCUPTION,ADDRESS TO:<EMAIL_ADDRESS>",1,mixed,imc25,imc25_smishing
"Unusual credit card activity is noted. Please confirm your personal data, otherwise we will be forced to block it.",1,mixed,imc25,imc25_smishing
"#NBL18 tips off <DATE_TIME> @ 7:30pm AEDT with ADL 36ERS vs MELB UNITED! Watch LIVE on Fox Sports 503. <DATE_TIME>, set to be the biggest yet!",1,mixed,imc25,imc25_smishing
"Dear customer Your PA""YTM KYC Has Been Expired. Contact Customer Care no<IP_ADDRESS>_<PHONE_NUMBER> immediately. Your account will Block within <DATE_TIME>.",1,mixed,imc25,imc25_smishing
Here is your SECRET VERIFICATION CODE FOR your GO-JEK account LOGIN: CODE. DON'T SHARE IT WITH ANYONE (NOT EVEN GO-JEK). Know more:,1,mixed,imc25,imc25_smishing
Microsoft: Someone else might have accessed <EMAIL_ADDRESS>. Recover at <URL>,1,mixed,imc25,imc25_smishing
"[RJV BELGIË]
Uw vakantiegeld is opnieuw berekend.
Bevestig het bedrag wat u nog hoort te ontvangen via:
Bevestig voor 12-6-21
<URL>
Rijksdienst voor Jaarlijkse Vakantie.",1,mixed,imc25,imc25_smishing
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,0,en,sms_spam,uci_sms_spam
"BREAKING NEWS!!
<NAMED_ENTITY> is giving free 25<LOCATION>
Data Daily for <DATE_TIME>
Download the app now
and
Register to activate offer.
Link: <URL>",1,mixed,imc25,imc25_smishing
Go where n buy? Juz buy when we get there lar.,0,en,sms_spam,uci_sms_spam
RM0.00 CIMB: You've an incomplete Current/ Savings Account/-i online application. Complete your application now @,1,mixed,imc25,imc25_smishing
【XT】 Please complete the upgrade deadline in time2022-02-02,1,mixed,imc25,imc25_smishing
"You made a one-time transfer of SGD 102.00 to account no. ending with 3436 at 12:11AM, <DATE_TIME> SG Time. If unauthorised, call 24/7 Fraud Hotline.",1,mixed,imc25,imc25_smishing
"Remember us? Your local radio and TV broadcasters! It's been a while, but we appreciate your support! To continue to get updates, confirm by replying SUBSCRIBE.",1,mixed,imc25,imc25_smishing
You've been in close contact with someone who recently tested positive for Omicron. Please continue to order a PCR test by visiting: <URL>,1,mixed,imc25,imc25_smishing
"Dear customer,your profile Adultwork has been suspended.Go to <URL> to follow unsuspended <URL>work <LOCATION>",1,mixed,imc25,imc25_smishing
JT Express: Sebab kehilangan alamat pakej anda tidak <NAMED_ENTITY>. Tolong uruskan dengan segera. <NAMED_ENTITY> boleh kemaskini alamat online <NAMED_ENTITY> <LOCATION> baru: <URL> <NAMED_ENTITY> 1 untuk aktifkan <NAMED_ENTITY> alamat online <NAMED_ENTITY> <LOCATION> baru,1,mixed,imc25,imc25_smishing
We have noticed your application for Bajaj Finserv Insta EMI Card is still pending. Click <URL> to enjoy No Cost EMI upto <DATE_TIME>,1,mixed,imc25,imc25_smishing
AGENCIA TRIBUTARIA: Os ha calificado para un reembolso de impuestos de (263 € ). Encontrar mas informacion en pagina web :,1,mixed,imc25,imc25_smishing
Apka Allied Bank ka account KYC update na hone ki waja se block ho gaya hai. Abhi pin code dain 0381468805 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Every monday..nxt week vl be completing..,0,en,sms_spam,uci_sms_spam
Your SBI Account is blocked update PAN number. Please update it at the earliest using the following...,1,mixed,imc25,imc25_smishing
"Ola, remarcamos sua entrega devido a um problema recente. Resolva o problema o mais rapido possivel para evitar mais atrasos: <URL>",1,mixed,imc25,imc25_smishing
You are selected for the Work from Home job offer. receive your <DATE_TIME> salary 288 . Anyone <DATE_TIME> can do. <LOCATION>,1,mixed,imc25,imc25_smishing
"Yeah, don't go to bed, I'll be back before midnight",0,en,sms_spam,uci_sms_spam
ALERT : You sent $150 to <EMAIL_ADDRESS> Transaction ID : 16G7741T90521A . To cancel click here : <URL>,1,mixed,imc25,imc25_smishing
"Your account has been suspended, to fix this issue please visit: <URL>",1,mixed,imc25,imc25_smishing
"Machan you go to gym tomorrow,  i wil come late goodnight.",0,en,sms_spam,uci_sms_spam
Congratulations! You have qualified for the HDFC Bank Credit Card activation offer for Oct'22 Here's your Gift Voucher for Rs.500 Visit <URL> Login with: F97f: Choose a voucher from an exciting range of brands before 31 Mar'23 Have queries? Call <PHONE_NUMBER> T&C,1,mixed,imc25,imc25_smishing
(Warning-Notification-<US_DRIVER_LICENSE>-Contact our 24/7 Support: <DATE_TIME>) EBT-Card is currently Locked! MSG for -,1,mixed,imc25,imc25_smishing
Dear User Your HDFC Credit Card Reward Points Worth Rs.4957 will expire <DATE_TIME> Kindly Redeem your points in Cash Click here <URL> TRDSB,1,mixed,imc25,imc25_smishing
informa que por seguridad <NAMED_ENTITY> y el acceso a <LOCATION> tus productos activalos actualizando tus datos aqui,1,mixed,imc25,imc25_smishing
"<LOCATION>
ご資産を増やしたい方は、講師アシスタントのLINEアカウントの追加をお願いいたします！:<US_DRIVER_LICENSE>",1,mixed,imc25,imc25_smishing
NFCU ALERT: An attempt of $48.00 at Uber If you didn't authorize this transaction follow the link to cancel <URL>,1,mixed,imc25,imc25_smishing
Hooray! Your identity has been successfully verified and deposit limits have been lifted. Welcome to a radically better account!,1,mixed,imc25,imc25_smishing
Wallet sign-in notification: Your wallet has been accessed and linked to KuCoin exchange. Please review the details below to confirm it was you; follow the link to secure your wallet: <URL>,1,mixed,imc25,imc25_smishing
Inland Revenue Authority of Singapore: Important information failed deliver try again urgently to avoid penalty,1,mixed,imc25,imc25_smishing
NHS: You've been in close contact with a person who has contracted the Omicron variant. Please order a test kit,1,mixed,imc25,imc25_smishing
We have temporarily suspended your debit and credit card. because you did not updated yet. if you want to reactivate immediate call us 31XXXXX48 at once.,1,mixed,imc25,imc25_smishing
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0,en,sms_spam,uci_sms_spam
"<NAMED_ENTITY>, seguimiento: <URL>",1,mixed,imc25,imc25_smishing
Dear A/c Holder Your SBI Bank Documents has expired A/c will be Blocked Update your Document Now visit SBI website,1,mixed,imc25,imc25_smishing
"NETFLIX : Expiration de votre abonnement, veuillez le renouveler sur le lien ci-dessous avant le <DATE_TIME> : <URL>",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> ha <NAMED_ENTITY> debido a un cargo sospechoso <LOCATION> a las 13:29

Abre la pagina <URL> para revisar el cargo de su cuenta",1,mixed,imc25,imc25_smishing
"Dear Customer, you have pending dues on your ceased <LOCATION> account number 000-2 of AED 404. Please pay the bill within <DATE_TIME> to avoid interruption of other services with <LOCATION> and your credit score being impacted by the AI Etihad Credit Bureau. Please use account ID <US_PASSPORT> for making payments through Etisalat Payment Machines and for card payments when calling 101 or 125. Please ignore this message if have already paid.",1,mixed,imc25,imc25_smishing
"Government giving free Laptop to all the students of <LOCATION>.
Register your Number on Gov-Laptop app to get free laptop.",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> i din skatteopgørelse i <DATE_TIME>, du har 2276,34 DKK tilgode fra <DATE_TIME>. Følg instruktionerne på: <URL>",1,mixed,imc25,imc25_smishing
"Kindly send HELP to 2442 to activate the Do Not Disturb Service, and thus stop the receipt of the AYOBA App SMS. Apologies. ^NA",1,mixed,imc25,imc25_smishing
Il tuo dispositivo risulta NON SICURO - Verifica subito,1,mixed,imc25,imc25_smishing
How many times i told in the stage all use to laugh. You not listen aha.,0,en,sms_spam,uci_sms_spam
"<NAMED_ENTITY> kontaktede dig vedrørende din Mobilepay aftale, som desværre er fejlramt. <NAMED_ENTITY> derfor bede dig ringe til vores support på telefon <US_BANK_NUMBER> hurtigst muligt.
Du kan også ringe op via hjælpe funktionen i appen ? log på Mobilepay ? <LOCATION> streger i <NAMED_ENTITY> ? <NAMED_ENTITY> er muligt at ringe til Supporten.",1,mixed,imc25,imc25_smishing
あなたのアカウントは一時停止されました。アクセスの復元：,1,mixed,imc25,imc25_smishing
<LOCATION> केंद्र सरकार के किसी विभाग/ पी.एस.यू/बैंक का कोई कर्मचारी/ अधिकारी घुस मांगते तो सी.बी.आई. लखनऊ की फोन नंबर <UK_NHS>/ <PHONE_NUMBER>/<PHONE_NUMBER> पर सूचित करें.,1,mixed,imc25,imc25_smishing
"AVISO PARA Oscar: un DISPOSITIVO no autorizado esta conectado a tu cuenta online. Si no reconoces este acceso verifica inmediatamente: <URL>
AVISO PARA Oscar: un DISPOSITIVO no autorizado esta conectado a tu cuenta online. Si no reconoces este acceso verifica inmediatamente: <URL>",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> temporalmente por razones de seguridad. Para reactivarla actualice <NAMED_ENTITY>:,1,mixed,imc25,imc25_smishing
"Hello, I have a proposal I want us to discuss. Contact me urgently at: <EMAIL_ADDRESS>",1,mixed,imc25,imc25_smishing
"you are selected in winner of flipkart online shopping. 1st prize (MahindraXUV 500) price - 14,85,000/- service charge pay only - 8500/- helpline- <PHONE_NUMBER>.",1,mixed,imc25,imc25_smishing
